input_power_dut,output_power_dut,gain,sg_power,dc_power,efficiency,V_carrier_CH1,V_carrier_CH2,I_carrier_CH1,I_carrier_CH2,frequency_ghz
0.3000000000000007,-7.604999999999997,-7.904999999999998,1.0,2.1033562,0.008252531182647295,2.8174,27.9924,0.0004,0.0751,1.6
1.3000000000000007,-6.305,-7.605,2.0,2.0977726999999997,0.011161988499370327,2.8174,27.9926,0.0004,0.0749,1.6
2.3000000000000007,-5.524999999999999,-7.824999999999999,3.0,2.0949584800000003,0.013375948251092538,2.8174,27.9924,0.0004,0.0748,1.6
3.3000000000000007,-4.555,-7.855,4.0,2.09216667,0.016745715975944268,2.8173,27.9925,0.0004,0.0747,1.6
4.300000000000001,-3.2950000000000017,-7.595000000000002,5.0,2.08096228,0.022502760183312875,2.8174,27.9924,0.0004,0.0743,1.6
5.300000000000001,-2.405000000000001,-7.705000000000002,6.0,2.0753638000000003,0.027695280164640106,2.8174,27.9924,0.0004,0.0741,1.6
6.300000000000001,-1.1649999999999991,-7.465,7.0,2.0669734600000003,0.03699687989408605,2.8174,27.9925,0.0004,0.0738,1.6
7.300000000000001,-0.42499999999999716,-7.724999999999998,8.0,2.05856101,0.044049020659528856,2.8174,27.9923,0.0004,0.0735,1.6
8.3,0.4750000000000014,-7.824999999999999,9.0,2.0473421600000004,0.0544890919137255,2.8174,27.992,0.0004,0.0731,1.6
9.3,1.4250000000000007,-7.875,10.0,2.03616713,0.06818464405370524,2.8173,27.9923,0.0004,0.0727,1.6
-10.965,-10.845000000000002,0.11999999999999744,-10.0,2.11427145,0.0038934917128138676,2.8175,27.9924,0.0003,0.0755,1.7
-9.965,-9.835000000000004,0.12999999999999545,-9.0,2.11454561,0.00491227806820691,2.8174,27.9923,0.0004,0.0755,1.7
-8.965,-8.794999999999998,0.1700000000000017,-8.0,2.11456075,0.0062413686232808165,2.8175,27.9925,0.0004,0.0755,1.7
-7.965,-8.015000000000004,-0.05000000000000426,-7.0,2.11426387,0.007470347623821226,2.8174,27.9923,0.0003,0.0755,1.7
-6.965,-7.275000000000002,-0.3100000000000023,-6.0,2.11453806,0.0088569561288367,2.8174,27.9922,0.0004,0.0755,1.7
-5.965,-5.735000000000003,0.22999999999999687,-5.0,2.1145531600000003,0.012626453747464962,2.8174,27.9924,0.0004,0.0755,1.7
-4.965,-4.945000000000004,0.01999999999999602,-4.0,2.1142638999999996,0.01514749457070625,2.8175,27.9923,0.0003,0.0755,1.7
